Toothbrush ID,Village ID,Date,Number of Times Brushed,Total Time Brushed (s)
toothbrush24,village2,2023-04-23,1,88
toothbrush24,village2,2023-04-24,0,0
toothbrush24,village2,2023-04-25,1,50
toothbrush24,village2,2023-04-26,0,0
toothbrush24,village2,2023-04-27,1,41
toothbrush24,village2,2023-04-28,0,0
toothbrush24,village2,2023-04-29,2,67
toothbrush24,village2,2023-04-30,2,97
toothbrush24,village2,2023-05-01,2,147
toothbrush24,village2,2023-05-02,2,210
toothbrush24,village2,2023-05-03,0,0
toothbrush24,village2,2023-05-04,0,0
toothbrush24,village2,2023-05-05,2,174
toothbrush24,village2,2023-05-06,0,0
toothbrush24,village2,2023-05-07,0,0
toothbrush24,village2,2023-05-08,0,0
toothbrush24,village2,2023-05-09,2,119
toothbrush24,village2,2023-05-10,1,110
toothbrush24,village2,2023-05-11,1,107
toothbrush24,village2,2023-05-12,1,107
toothbrush24,village2,2023-05-13,0,0
toothbrush24,village2,2023-05-14,0,0
toothbrush24,village2,2023-05-15,0,0
toothbrush24,village2,2023-05-16,2,169
toothbrush24,village2,2023-05-17,1,117
toothbrush24,village2,2023-05-18,0,0
toothbrush24,village2,2023-05-19,2,158
toothbrush24,village2,2023-05-20,1,120
toothbrush24,village2,2023-05-21,1,62
toothbrush24,village2,2023-05-22,0,0
toothbrush24,village2,2023-05-23,0,0
toothbrush24,village2,2023-05-24,0,0
toothbrush24,village2,2023-05-25,1,41
toothbrush24,village2,2023-05-26,1,63
toothbrush24,village2,2023-05-27,1,66
toothbrush24,village2,2023-05-28,0,0
toothbrush24,village2,2023-05-29,0,0
toothbrush24,village2,2023-05-30,1,102
toothbrush24,village2,2023-05-31,0,0
toothbrush24,village2,2023-06-01,0,0
toothbrush24,village2,2023-06-02,0,0
toothbrush24,village2,2023-06-03,1,99
toothbrush24,village2,2023-06-04,1,94
toothbrush24,village2,2023-06-05,0,0
toothbrush24,village2,2023-06-06,0,0
toothbrush24,village2,2023-06-07,0,0
toothbrush24,village2,2023-06-08,0,0
toothbrush24,village2,2023-06-09,2,211
toothbrush24,village2,2023-06-10,1,39
toothbrush24,village2,2023-06-11,1,57
toothbrush24,village2,2023-06-12,1,104
toothbrush24,village2,2023-06-13,0,0
toothbrush24,village2,2023-06-14,2,197
toothbrush24,village2,2023-06-15,0,0
toothbrush24,village2,2023-06-16,0,0
toothbrush24,village2,2023-06-17,0,0
toothbrush24,village2,2023-06-18,0,0
toothbrush24,village2,2023-06-19,1,104
toothbrush24,village2,2023-06-20,1,97
toothbrush24,village2,2023-06-21,2,205
toothbrush24,village2,2023-06-22,0,0
toothbrush24,village2,2023-06-23,2,186
toothbrush24,village2,2023-06-24,1,84
toothbrush24,village2,2023-06-25,1,56
toothbrush24,village2,2023-06-26,2,163
toothbrush24,village2,2023-06-27,0,0
toothbrush24,village2,2023-06-28,0,0
toothbrush24,village2,2023-06-29,1,71
toothbrush25,village3,2023-01-01,1,84
toothbrush25,village3,2023-01-02,1,83
toothbrush25,village3,2023-01-03,0,0
toothbrush25,village3,2023-01-04,1,96
toothbrush25,village3,2023-01-05,0,0
toothbrush25,village3,2023-01-06,0,0
toothbrush25,village3,2023-01-07,0,0
toothbrush25,village3,2023-01-08,1,72
toothbrush25,village3,2023-01-09,2,199
toothbrush25,village3,2023-01-10,2,167
toothbrush25,village3,2023-01-11,0,0
toothbrush25,village3,2023-01-12,0,0
toothbrush25,village3,2023-01-13,2,214
toothbrush25,village3,2023-01-14,1,49
toothbrush25,village3,2023-01-15,2,70
toothbrush25,village3,2023-01-16,1,117
toothbrush25,village3,2023-01-17,0,0
toothbrush25,village3,2023-01-18,2,171
toothbrush25,village3,2023-01-19,1,90
toothbrush25,village3,2023-01-20,0,0
toothbrush25,village3,2023-01-21,1,74
toothbrush25,village3,2023-01-22,1,105
toothbrush25,village3,2023-01-23,1,30
toothbrush25,village3,2023-01-24,2,127
toothbrush25,village3,2023-01-25,2,213
toothbrush25,village3,2023-01-26,1,79
toothbrush25,village3,2023-01-27,0,0
toothbrush25,village3,2023-01-28,1,35
toothbrush25,village3,2023-01-29,1,119
toothbrush25,village3,2023-01-30,1,46
toothbrush25,village3,2023-01-31,0,0
toothbrush25,village3,2023-02-01,2,175
toothbrush25,village3,2023-02-02,0,0
toothbrush25,village3,2023-02-03,2,163
toothbrush25,village3,2023-02-04,2,126
toothbrush25,village3,2023-02-05,2,160
toothbrush25,village3,2023-02-06,1,117
toothbrush25,village3,2023-02-07,0,0
toothbrush25,village3,2023-02-08,1,113
toothbrush25,village3,2023-02-09,1,100
toothbrush25,village3,2023-02-10,2,134
toothbrush25,village3,2023-02-11,2,135
toothbrush25,village3,2023-02-12,0,0
toothbrush25,village3,2023-02-13,0,0
toothbrush25,village3,2023-02-14,1,43
toothbrush25,village3,2023-02-15,0,0
toothbrush25,village3,2023-02-16,2,178
toothbrush25,village3,2023-02-17,0,0
toothbrush25,village3,2023-02-18,0,0
toothbrush25,village3,2023-02-19,0,0
toothbrush25,village3,2023-02-20,1,39
toothbrush25,village3,2023-02-21,2,224
toothbrush25,village3,2023-02-22,0,0
toothbrush25,village3,2023-02-23,0,0
toothbrush25,village3,2023-02-24,1,77
toothbrush25,village3,2023-02-25,0,0
toothbrush25,village3,2023-02-26,2,134
toothbrush25,village3,2023-02-27,1,47
toothbrush25,village3,2023-02-28,2,122
toothbrush25,village3,2023-03-01,2,191
toothbrush25,village3,2023-03-02,1,107
toothbrush25,village3,2023-03-03,1,90
toothbrush25,village3,2023-03-04,2,194
toothbrush25,village3,2023-03-05,0,0
toothbrush25,village3,2023-03-06,0,0
toothbrush25,village3,2023-03-07,1,54
toothbrush25,village3,2023-03-08,0,0
toothbrush25,village3,2023-03-09,0,0
toothbrush25,village3,2023-03-10,1,67
toothbrush25,village3,2023-03-11,2,127
toothbrush25,village3,2023-03-12,0,0
toothbrush25,village3,2023-03-13,2,134
toothbrush25,village3,2023-03-14,2,210
toothbrush25,village3,2023-03-15,1,117
toothbrush25,village3,2023-03-16,2,227
toothbrush25,village3,2023-03-17,1,48
toothbrush25,village3,2023-03-18,1,58
toothbrush25,village3,2023-03-19,0,0
toothbrush25,village3,2023-03-20,1,46
toothbrush25,village3,2023-03-21,0,0
toothbrush25,village3,2023-03-22,1,116
toothbrush25,village3,2023-03-23,2,145
toothbrush25,village3,2023-03-24,0,0
toothbrush25,village3,2023-03-25,0,0
toothbrush25,village3,2023-03-26,2,65
toothbrush25,village3,2023-03-27,0,0
toothbrush25,village3,2023-03-28,1,102
toothbrush25,village3,2023-03-29,0,0
toothbrush25,village3,2023-03-30,1,92
toothbrush25,village3,2023-03-31,1,118
toothbrush25,village3,2023-04-01,1,64
toothbrush25,village3,2023-04-02,0,0
toothbrush25,village3,2023-04-03,1,76
toothbrush25,village3,2023-04-04,1,75
toothbrush25,village3,2023-04-05,2,143
toothbrush25,village3,2023-04-06,1,50
toothbrush25,village3,2023-04-07,2,177
toothbrush25,village3,2023-04-08,1,69
toothbrush25,village3,2023-04-09,1,40
toothbrush25,village3,2023-04-10,2,171
toothbrush25,village3,2023-04-11,1,66
toothbrush25,village3,2023-04-12,2,162
toothbrush25,village3,2023-04-13,1,83
toothbrush25,village3,2023-04-14,0,0
toothbrush25,village3,2023-04-15,1,64
toothbrush25,village3,2023-04-16,1,38
toothbrush25,village3,2023-04-17,0,0
toothbrush25,village3,2023-04-18,0,0
toothbrush25,village3,2023-04-19,1,47
toothbrush25,village3,2023-04-20,2,184
toothbrush25,village3,2023-04-21,2,138
toothbrush25,village3,2023-04-22,1,33
toothbrush25,village3,2023-04-23,0,0
toothbrush25,village3,2023-04-24,2,105
toothbrush25,village3,2023-04-25,2,127
toothbrush25,village3,2023-04-26,1,74
toothbrush25,village3,2023-04-27,0,0
toothbrush25,village3,2023-04-28,2,170
toothbrush25,village3,2023-04-29,0,0
toothbrush25,village3,2023-04-30,2,156
toothbrush25,village3,2023-05-01,2,112
toothbrush25,village3,2023-05-02,1,43
toothbrush25,village3,2023-05-03,0,0
toothbrush25,village3,2023-05-04,2,126
toothbrush25,village3,2023-05-05,2,189
toothbrush25,village3,2023-05-06,0,0
toothbrush25,village3,2023-05-07,1,65
toothbrush25,village3,2023-05-08,2,142
toothbrush25,village3,2023-05-09,0,0
toothbrush25,village3,2023-05-10,2,166
toothbrush25,village3,2023-05-11,0,0
toothbrush25,village3,2023-05-12,1,100
toothbrush25,village3,2023-05-13,0,0
toothbrush25,village3,2023-05-14,1,48
toothbrush25,village3,2023-05-15,2,99
toothbrush25,village3,2023-05-16,1,79
toothbrush25,village3,2023-05-17,2,210
toothbrush25,village3,2023-05-18,0,0
toothbrush25,village3,2023-05-19,2,119
toothbrush25,village3,2023-05-20,2,109
toothbrush25,village3,2023-05-21,1,120
toothbrush25,village3,2023-05-22,1,97
toothbrush25,village3,2023-05-23,1,57
toothbrush25,village3,2023-05-24,1,106
toothbrush25,village3,2023-05-25,1,39
toothbrush25,village3,2023-05-26,1,49
toothbrush25,village3,2023-05-27,0,0
toothbrush25,village3,2023-05-28,2,176
toothbrush25,village3,2023-05-29,1,36
toothbrush25,village3,2023-05-30,0,0
toothbrush25,village3,2023-05-31,1,71
toothbrush25,village3,2023-06-01,2,111
toothbrush25,village3,2023-06-02,1,64
toothbrush25,village3,2023-06-03,0,0
toothbrush25,village3,2023-06-04,1,79
toothbrush25,village3,2023-06-05,2,218
toothbrush25,village3,2023-06-06,1,99
toothbrush25,village3,2023-06-07,0,0
toothbrush25,village3,2023-06-08,0,0
toothbrush25,village3,2023-06-09,0,0
toothbrush25,village3,2023-06-10,0,0
toothbrush25,village3,2023-06-11,2,183
toothbrush25,village3,2023-06-12,2,171
toothbrush25,village3,2023-06-13,1,38
toothbrush25,village3,2023-06-14,2,115
toothbrush25,village3,2023-06-15,0,0
toothbrush25,village3,2023-06-16,0,0
toothbrush25,village3,2023-06-17,2,159
toothbrush25,village3,2023-06-18,1,44
toothbrush25,village3,2023-06-19,0,0
toothbrush25,village3,2023-06-20,2,119
toothbrush25,village3,2023-06-21,1,82
toothbrush25,village3,2023-06-22,2,150
toothbrush25,village3,2023-06-23,2,121
toothbrush25,village3,2023-06-24,0,0
toothbrush25,village3,2023-06-25,2,96
toothbrush25,village3,2023-06-26,2,168
toothbrush25,village3,2023-06-27,1,117
toothbrush25,village3,2023-06-28,2,160
toothbrush25,village3,2023-06-29,0,0
toothbrush26,village5,2023-01-01,0,0
toothbrush26,village5,2023-01-02,1,105
toothbrush26,village5,2023-01-03,0,0
toothbrush26,village5,2023-01-04,0,0
toothbrush26,village5,2023-01-05,0,0
toothbrush26,village5,2023-01-06,1,97
toothbrush26,village5,2023-01-07,0,0
toothbrush26,village5,2023-01-08,2,178
toothbrush26,village5,2023-01-09,2,144
toothbrush26,village5,2023-01-10,1,56
toothbrush26,village5,2023-01-11,2,162
toothbrush26,village5,2023-01-12,1,51
toothbrush26,village5,2023-01-13,1,71
toothbrush26,village5,2023-01-14,1,107
toothbrush26,village5,2023-01-15,2,124
toothbrush26,village5,2023-01-16,1,109
toothbrush26,village5,2023-01-17,0,0
toothbrush26,village5,2023-01-18,0,0
toothbrush26,village5,2023-01-19,1,30
toothbrush26,village5,2023-01-20,2,173
toothbrush26,village5,2023-01-21,0,0
toothbrush26,village5,2023-01-22,2,189
toothbrush26,village5,2023-01-23,0,0
toothbrush26,village5,2023-01-24,0,0
toothbrush26,village5,2023-01-25,0,0
toothbrush26,village5,2023-01-26,2,125
toothbrush26,village5,2023-01-27,0,0
toothbrush26,village5,2023-01-28,2,92
toothbrush26,village5,2023-01-29,1,74
toothbrush26,village5,2023-01-30,1,30
toothbrush26,village5,2023-01-31,2,154
toothbrush26,village5,2023-02-01,2,152
toothbrush26,village5,2023-02-02,2,141
toothbrush26,village5,2023-02-03,1,64
toothbrush26,village5,2023-02-04,1,103
toothbrush26,village5,2023-02-05,0,0
toothbrush26,village5,2023-02-06,2,127
toothbrush26,village5,2023-02-07,0,0
toothbrush26,village5,2023-02-08,0,0
toothbrush26,village5,2023-02-09,1,61
toothbrush26,village5,2023-02-10,0,0
toothbrush26,village5,2023-02-11,0,0
toothbrush26,village5,2023-02-12,1,99
toothbrush26,village5,2023-02-13,1,104
toothbrush26,village5,2023-02-14,0,0
toothbrush26,village5,2023-02-15,1,113
toothbrush26,village5,2023-02-16,1,119
toothbrush26,village5,2023-02-17,2,117
toothbrush26,village5,2023-02-18,1,92
toothbrush26,village5,2023-02-19,0,0
toothbrush26,village5,2023-02-20,2,128
toothbrush26,village5,2023-02-21,2,218
toothbrush26,village5,2023-02-22,0,0
toothbrush26,village5,2023-02-23,0,0
toothbrush26,village5,2023-02-24,0,0
toothbrush26,village5,2023-02-25,0,0
toothbrush26,village5,2023-02-26,2,92
toothbrush26,village5,2023-02-27,0,0
toothbrush26,village5,2023-02-28,1,91
toothbrush26,village5,2023-03-01,0,0
toothbrush26,village5,2023-03-02,0,0
toothbrush26,village5,2023-03-03,0,0
toothbrush26,village5,2023-03-04,0,0
toothbrush26,village5,2023-03-05,2,114
toothbrush26,village5,2023-03-06,0,0
toothbrush26,village5,2023-03-07,2,150
toothbrush26,village5,2023-03-08,2,106
toothbrush26,village5,2023-03-09,1,118
toothbrush26,village5,2023-03-10,0,0
toothbrush26,village5,2023-03-11,2,103
toothbrush26,village5,2023-03-12,0,0
toothbrush26,village5,2023-03-13,0,0
toothbrush26,village5,2023-03-14,0,0
toothbrush26,village5,2023-03-15,1,120
toothbrush26,village5,2023-03-16,2,158
toothbrush26,village5,2023-03-17,0,0
toothbrush26,village5,2023-03-18,0,0
toothbrush26,village5,2023-03-19,1,50
toothbrush26,village5,2023-03-20,2,186
toothbrush26,village5,2023-03-21,1,71
toothbrush26,village5,2023-03-22,1,103
toothbrush26,village5,2023-03-23,1,43
toothbrush26,village5,2023-03-24,0,0
toothbrush26,village5,2023-03-25,1,100
toothbrush26,village5,2023-03-26,1,118
toothbrush26,village5,2023-03-27,0,0
toothbrush26,village5,2023-03-28,1,76
toothbrush26,village5,2023-03-29,2,204
toothbrush26,village5,2023-03-30,0,0
toothbrush26,village5,2023-03-31,0,0
toothbrush26,village5,2023-04-01,2,126
toothbrush26,village5,2023-04-02,1,50
toothbrush26,village5,2023-04-03,1,75
toothbrush26,village5,2023-04-04,2,179
toothbrush26,village5,2023-04-05,1,32
toothbrush26,village5,2023-04-06,2,240
toothbrush26,village5,2023-04-07,0,0
toothbrush26,village5,2023-04-08,0,0
toothbrush26,village5,2023-04-09,0,0
toothbrush26,village5,2023-04-10,1,108
toothbrush26,village5,2023-04-11,2,160
toothbrush26,village5,2023-04-12,2,196
toothbrush26,village5,2023-04-13,2,147
toothbrush26,village5,2023-04-14,0,0
toothbrush26,village5,2023-04-15,1,112
toothbrush26,village5,2023-04-16,2,165
toothbrush26,village5,2023-04-17,1,112
toothbrush26,village5,2023-04-18,1,42
toothbrush26,village5,2023-04-19,1,66
toothbrush26,village5,2023-04-20,1,43
toothbrush26,village5,2023-04-21,0,0
toothbrush26,village5,2023-04-22,2,221
toothbrush26,village5,2023-04-23,0,0
toothbrush26,village5,2023-04-24,2,137
toothbrush26,village5,2023-04-25,0,0
toothbrush26,village5,2023-04-26,1,60
toothbrush26,village5,2023-04-27,0,0
toothbrush26,village5,2023-04-28,1,59
toothbrush26,village5,2023-04-29,0,0
toothbrush26,village5,2023-04-30,2,188
toothbrush26,village5,2023-05-01,1,77
toothbrush26,village5,2023-05-02,2,194
toothbrush26,village5,2023-05-03,1,84
toothbrush26,village5,2023-05-04,0,0
toothbrush26,village5,2023-05-05,1,78
toothbrush26,village5,2023-05-06,0,0
toothbrush26,village5,2023-05-07,2,111
toothbrush26,village5,2023-05-08,0,0
toothbrush26,village5,2023-05-09,0,0
toothbrush26,village5,2023-05-10,2,115
toothbrush26,village5,2023-05-11,2,111
toothbrush26,village5,2023-05-12,1,61
toothbrush26,village5,2023-05-13,0,0
toothbrush26,village5,2023-05-14,2,211
toothbrush26,village5,2023-05-15,1,50
toothbrush26,village5,2023-05-16,1,61
toothbrush26,village5,2023-05-17,1,117
toothbrush26,village5,2023-05-18,2,152
toothbrush26,village5,2023-05-19,0,0
toothbrush26,village5,2023-05-20,0,0
toothbrush26,village5,2023-05-21,2,154
toothbrush26,village5,2023-05-22,0,0
toothbrush26,village5,2023-05-23,0,0
toothbrush26,village5,2023-05-24,2,118
toothbrush26,village5,2023-05-25,0,0
toothbrush26,village5,2023-05-26,2,177
toothbrush26,village5,2023-05-27,1,107
toothbrush26,village5,2023-05-28,2,183
toothbrush26,village5,2023-05-29,1,30
toothbrush26,village5,2023-05-30,2,199
toothbrush26,village5,2023-05-31,1,118
toothbrush26,village5,2023-06-01,2,95
toothbrush26,village5,2023-06-02,0,0
toothbrush26,village5,2023-06-03,1,112
toothbrush26,village5,2023-06-04,1,93
toothbrush26,village5,2023-06-05,1,98
toothbrush26,village5,2023-06-06,1,117
toothbrush26,village5,2023-06-07,1,85
toothbrush26,village5,2023-06-08,0,0
toothbrush26,village5,2023-06-09,2,99
toothbrush26,village5,2023-06-10,2,131
toothbrush26,village5,2023-06-11,0,0
toothbrush26,village5,2023-06-12,1,34
toothbrush26,village5,2023-06-13,1,41
toothbrush26,village5,2023-06-14,0,0
toothbrush26,village5,2023-06-15,1,119
toothbrush26,village5,2023-06-16,1,118
toothbrush26,village5,2023-06-17,0,0
toothbrush26,village5,2023-06-18,0,0
toothbrush26,village5,2023-06-19,2,160
toothbrush26,village5,2023-06-20,0,0
toothbrush26,village5,2023-06-21,2,99
toothbrush26,village5,2023-06-22,2,184
toothbrush26,village5,2023-06-23,1,119
toothbrush26,village5,2023-06-24,1,72
toothbrush26,village5,2023-06-25,2,65
toothbrush26,village5,2023-06-26,1,55
toothbrush26,village5,2023-06-27,1,39
toothbrush26,village5,2023-06-28,1,35
toothbrush26,village5,2023-06-29,1,49
toothbrush27,village3,2023-01-01,1,62
toothbrush27,village3,2023-01-02,2,174
toothbrush27,village3,2023-01-03,1,33
toothbrush27,village3,2023-01-04,0,0
toothbrush27,village3,2023-01-05,0,0
toothbrush27,village3,2023-01-06,2,136
toothbrush27,village3,2023-01-07,2,169
toothbrush27,village3,2023-01-08,1,91
toothbrush27,village3,2023-01-09,1,39
toothbrush27,village3,2023-01-10,0,0
toothbrush27,village3,2023-01-11,1,105
toothbrush27,village3,2023-01-12,2,164
toothbrush27,village3,2023-01-13,1,55
toothbrush27,village3,2023-01-14,0,0
toothbrush27,village3,2023-01-15,1,90
toothbrush27,village3,2023-01-16,1,68
toothbrush27,village3,2023-01-17,0,0
toothbrush27,village3,2023-01-18,0,0
toothbrush27,village3,2023-01-19,0,0
toothbrush27,village3,2023-01-20,2,121
toothbrush27,village3,2023-01-21,0,0
toothbrush27,village3,2023-01-22,1,31
toothbrush27,village3,2023-01-23,0,0
toothbrush27,village3,2023-01-24,0,0
toothbrush27,village3,2023-01-25,2,184
toothbrush27,village3,2023-01-26,2,174
toothbrush27,village3,2023-01-27,1,85
toothbrush27,village3,2023-01-28,1,119
toothbrush27,village3,2023-01-29,1,43
toothbrush27,village3,2023-01-30,1,78
toothbrush27,village3,2023-01-31,2,160
toothbrush27,village3,2023-02-01,0,0
toothbrush27,village3,2023-02-02,0,0
toothbrush27,village3,2023-02-03,0,0
toothbrush27,village3,2023-02-04,2,155
toothbrush27,village3,2023-02-05,1,79
toothbrush27,village3,2023-02-06,0,0
toothbrush27,village3,2023-02-07,2,172
toothbrush27,village3,2023-02-08,1,100
toothbrush27,village3,2023-02-09,0,0
toothbrush27,village3,2023-02-10,1,41
toothbrush27,village3,2023-02-11,1,46
toothbrush27,village3,2023-02-12,1,43
toothbrush27,village3,2023-02-13,2,124
toothbrush27,village3,2023-02-14,1,99
toothbrush27,village3,2023-02-15,1,109
toothbrush27,village3,2023-02-16,2,147
toothbrush27,village3,2023-02-17,0,0
toothbrush27,village3,2023-02-18,0,0
toothbrush27,village3,2023-02-19,2,150
toothbrush27,village3,2023-02-20,2,170
toothbrush27,village3,2023-02-21,1,115
toothbrush27,village3,2023-02-22,2,155
toothbrush27,village3,2023-02-23,1,75
toothbrush27,village3,2023-02-24,1,118
toothbrush27,village3,2023-02-25,2,150
toothbrush27,village3,2023-02-26,2,103
toothbrush27,village3,2023-02-27,2,202
toothbrush27,village3,2023-02-28,1,33
toothbrush27,village3,2023-03-01,1,103
toothbrush27,village3,2023-03-02,0,0
toothbrush27,village3,2023-03-03,2,193
toothbrush27,village3,2023-03-04,0,0
toothbrush27,village3,2023-03-05,0,0
toothbrush27,village3,2023-03-06,1,111
toothbrush27,village3,2023-03-07,0,0
toothbrush27,village3,2023-03-08,1,73
toothbrush27,village3,2023-03-09,2,153
toothbrush27,village3,2023-03-10,1,38
toothbrush27,village3,2023-03-11,1,31
toothbrush27,village3,2023-03-12,0,0
toothbrush27,village3,2023-03-13,0,0
toothbrush27,village3,2023-03-14,1,77
toothbrush27,village3,2023-03-15,0,0
toothbrush27,village3,2023-03-16,1,47
toothbrush27,village3,2023-03-17,1,114
toothbrush27,village3,2023-03-18,1,73
toothbrush27,village3,2023-03-19,0,0
toothbrush27,village3,2023-03-20,1,32
toothbrush27,village3,2023-03-21,2,170
toothbrush27,village3,2023-03-22,0,0
toothbrush27,village3,2023-03-23,0,0
toothbrush27,village3,2023-03-24,2,106
toothbrush27,village3,2023-03-25,1,104
toothbrush27,village3,2023-03-26,2,132
toothbrush27,village3,2023-03-27,0,0
toothbrush27,village3,2023-03-28,0,0
toothbrush27,village3,2023-03-29,0,0
toothbrush27,village3,2023-03-30,1,34
toothbrush27,village3,2023-03-31,0,0
toothbrush27,village3,2023-04-01,0,0
toothbrush27,village3,2023-04-02,0,0
toothbrush27,village3,2023-04-03,2,194
toothbrush27,village3,2023-04-04,2,159
toothbrush27,village3,2023-04-05,2,172
toothbrush27,village3,2023-04-06,2,185
toothbrush27,village3,2023-04-07,0,0
toothbrush27,village3,2023-04-08,0,0
toothbrush27,village3,2023-04-09,0,0
toothbrush27,village3,2023-04-10,2,182
toothbrush27,village3,2023-04-11,1,62
toothbrush27,village3,2023-04-12,2,157
toothbrush27,village3,2023-04-13,1,41
toothbrush27,village3,2023-04-14,2,198
toothbrush27,village3,2023-04-15,0,0
toothbrush27,village3,2023-04-16,2,177
toothbrush27,village3,2023-04-17,0,0
toothbrush27,village3,2023-04-18,1,98
toothbrush27,village3,2023-04-19,2,121
toothbrush27,village3,2023-04-20,1,43
toothbrush27,village3,2023-04-21,1,92
toothbrush27,village3,2023-04-22,1,84
toothbrush27,village3,2023-04-23,2,154
toothbrush27,village3,2023-04-24,1,48
toothbrush27,village3,2023-04-25,2,93
toothbrush27,village3,2023-04-26,1,60
toothbrush27,village3,2023-04-27,0,0
toothbrush27,village3,2023-04-28,0,0
toothbrush27,village3,2023-04-29,1,104
toothbrush27,village3,2023-04-30,1,39
toothbrush27,village3,2023-05-01,2,124
toothbrush27,village3,2023-05-02,1,99
toothbrush27,village3,2023-05-03,1,49
toothbrush27,village3,2023-05-04,0,0
toothbrush27,village3,2023-05-05,2,136
toothbrush27,village3,2023-05-06,2,136
toothbrush27,village3,2023-05-07,1,60
toothbrush27,village3,2023-05-08,2,210
toothbrush27,village3,2023-05-09,2,93
toothbrush27,village3,2023-05-10,1,104
toothbrush27,village3,2023-05-11,1,40
toothbrush27,village3,2023-05-12,2,205
toothbrush27,village3,2023-05-13,0,0
toothbrush27,village3,2023-05-14,0,0
toothbrush27,village3,2023-05-15,2,144
toothbrush27,village3,2023-05-16,1,73
toothbrush27,village3,2023-05-17,2,101
toothbrush27,village3,2023-05-18,1,68
toothbrush27,village3,2023-05-19,2,124
toothbrush27,village3,2023-05-20,2,133
toothbrush27,village3,2023-05-21,1,78
toothbrush27,village3,2023-05-22,2,206
toothbrush27,village3,2023-05-23,2,157
toothbrush27,village3,2023-05-24,1,87
toothbrush27,village3,2023-05-25,0,0
toothbrush27,village3,2023-05-26,1,57
toothbrush27,village3,2023-05-27,2,167
toothbrush27,village3,2023-05-28,1,42
toothbrush27,village3,2023-05-29,2,136
toothbrush27,village3,2023-05-30,1,36
toothbrush27,village3,2023-05-31,2,142
toothbrush27,village3,2023-06-01,0,0
toothbrush27,village3,2023-06-02,0,0
toothbrush27,village3,2023-06-03,2,189
toothbrush27,village3,2023-06-04,1,56
toothbrush27,village3,2023-06-05,0,0
toothbrush27,village3,2023-06-06,2,144
toothbrush27,village3,2023-06-07,2,198
toothbrush27,village3,2023-06-08,1,105
toothbrush27,village3,2023-06-09,0,0
toothbrush27,village3,2023-06-10,2,78
toothbrush27,village3,2023-06-11,0,0
toothbrush27,village3,2023-06-12,2,150
toothbrush27,village3,2023-06-13,2,200
toothbrush27,village3,2023-06-14,1,107
toothbrush27,village3,2023-06-15,0,0
toothbrush27,village3,2023-06-16,2,124
toothbrush27,village3,2023-06-17,0,0
toothbrush27,village3,2023-06-18,1,46
toothbrush27,village3,2023-06-19,2,168
toothbrush27,village3,2023-06-20,2,113
toothbrush27,village3,2023-06-21,0,0
toothbrush27,village3,2023-06-22,0,0
toothbrush27,village3,2023-06-23,2,102
toothbrush27,village3,2023-06-24,1,33
toothbrush27,village3,2023-06-25,0,0
toothbrush27,village3,2023-06-26,2,215
toothbrush27,village3,2023-06-27,0,0
toothbrush27,village3,2023-06-28,2,118
toothbrush27,village3,2023-06-29,0,0
toothbrush28,village3,2023-01-01,0,0
toothbrush28,village3,2023-01-02,2,148
toothbrush28,village3,2023-01-03,1,81
toothbrush28,village3,2023-01-04,2,149
toothbrush28,village3,2023-01-05,0,0
toothbrush28,village3,2023-01-06,0,0
toothbrush28,village3,2023-01-07,2,128
toothbrush28,village3,2023-01-08,0,0
toothbrush28,village3,2023-01-09,0,0
toothbrush28,village3,2023-01-10,1,84
toothbrush28,village3,2023-01-11,1,52
toothbrush28,village3,2023-01-12,2,123
toothbrush28,village3,2023-01-13,2,143
toothbrush28,village3,2023-01-14,0,0
toothbrush28,village3,2023-01-15,2,121
toothbrush28,village3,2023-01-16,0,0
toothbrush28,village3,2023-01-17,0,0
toothbrush28,village3,2023-01-18,2,180
toothbrush28,village3,2023-01-19,2,190
toothbrush28,village3,2023-01-20,1,99
toothbrush28,village3,2023-01-21,1,35
toothbrush28,village3,2023-01-22,1,33
toothbrush28,village3,2023-01-23,1,99
toothbrush28,village3,2023-01-24,2,138
toothbrush28,village3,2023-01-25,0,0
toothbrush28,village3,2023-01-26,2,111
toothbrush28,village3,2023-01-27,0,0
toothbrush28,village3,2023-01-28,1,79
toothbrush28,village3,2023-01-29,1,47
toothbrush28,village3,2023-01-30,1,98
toothbrush28,village3,2023-01-31,0,0
toothbrush28,village3,2023-02-01,0,0
toothbrush28,village3,2023-02-02,0,0
toothbrush28,village3,2023-02-03,1,85
toothbrush28,village3,2023-02-04,0,0
toothbrush28,village3,2023-02-05,1,106
toothbrush28,village3,2023-02-06,2,181
toothbrush28,village3,2023-02-07,1,99
toothbrush28,village3,2023-02-08,1,87
toothbrush28,village3,2023-02-09,0,0
toothbrush28,village3,2023-02-10,0,0
toothbrush28,village3,2023-02-11,1,54
toothbrush28,village3,2023-02-12,2,136
toothbrush28,village3,2023-02-13,1,51
toothbrush28,village3,2023-02-14,2,166
toothbrush28,village3,2023-02-15,1,114
toothbrush28,village3,2023-02-16,0,0
toothbrush28,village3,2023-02-17,1,99
toothbrush28,village3,2023-02-18,2,87
toothbrush28,village3,2023-02-19,1,79
toothbrush28,village3,2023-02-20,1,75
toothbrush28,village3,2023-02-21,0,0
toothbrush28,village3,2023-02-22,2,81
toothbrush28,village3,2023-02-23,1,108
toothbrush28,village3,2023-02-24,2,205
toothbrush28,village3,2023-02-25,2,170
